map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
atlas_paranoiav11,team_slayer,1,6,true,false
atlas_tartarus,team_slayer,1,6,false,false
atlas_reminiscent,team_slayer,1,6,false,false
atlas_requiem,team_slayer,1,6,false,false
atlas_topple,team_slayer,1,6,false,false
atlas_breakdown,team_slayer,1,6,false,false
atlas_elysium,team_slayer,1,6,false,false
atlas_fortress,team_slayer,1,6,false,false
atlas_backdraftv1,team_slayer,1,6,false,false
atlas_emperor,team_slayer,1,6,false,false
atlas_apex,team_slayer,1,6,false,false
atlas_conduction,team_slayer,1,6,false,false
atlas_regicide,team_slayer,1,6,true,false
atlas_pilaster,team_slayer,1,6,false,false
atlas_battledome,team_slayer,1,6,false,false
atlas_noctilucent,team_slayer,1,6,false,false
atlas_sentiment,team_slayer,1,6,false,false
atlas_reflux,team_slayer,1,6,false,false
atlas_transgression,team_slayer,1,6,true,false
atlas_stonehenge,team_slayer_br,1,6,false,false
atlas_workplacebravo,team_slayer_br,1,6,false,false
atlas_pivotal,team_slayer_br,1,6,false,false
atlas_iz9courtyard,team_slayer_br,1,6,false,false
atlas_pantheon,team_slayer_br,1,6,false,false
atlas_cryptic,team_slayer_br,1,6,false,false
atlas_bridgeos,team_slayer_br,1,6,false,false
atlas_berbercreek,team_slayer_br,1,6,false,false
atlas_vengeance,team_slayer_br,1,6,true,false
atlas_coupdetat,team_slayer_br,1,6,false,false
atlas_undulation,team_slayer_br,1,6,true,false
atlas_deadbolt,team_slayer_br,1,6,false,false
atlas_exhibition,team_slayer_br,1,6,false,false
atlas_actuality-break,multi_flag_ctf,1,6,true,false
atlas_salvation,multi_flag_ctf,1,6,false,false
atlas_lotus,multi_flag_ctf,1,6,false,false
atlas_sandtowers,multi_flag_ctf,1,6,false,false
atlas_haven,multi_flag_ctf,1,6,false,false
atlas_chimera,multi_flag_ctf,1,6,false,false
atlas_cryptic_fate,multi_flag_ctf,1,6,false,false
atlas_tribal_war,multi_flag_ctf,1,6,false,false
atlas_skystation,multi_flag_ctf,1,6,false,false
atlas_solarium,multi_flag_ctf,1,6,false,false
atlas_rattrap,multi_flag_ctf,1,6,false,false
atlas_static,multi_flag_ctf,1,6,false,false
atlas_borderline,multi_flag_ctf_br,1,6,false,false
atlas_deity,multi_flag_ctf_br,1,6,false,false
atlas_neosho,multi_flag_ctf_br,1,6,false,false
atlas_gauntlet,multi_flag_ctf_br,1,6,false,false
atlas_collonade,multi_flag_ctf_br,1,6,true,false
atlas_the_kingdom,multi_flag_ctf_br,1,6,true,false
atlas_ravinia,1_side_ctf,1,6,false,false
atlas_eightygrit,1_side_ctf,1,6,false,false
atlas_synapse,1_side_ctf,1,6,false,false
atlas_renovation,1_side_ctf,1,6,false,false
atlas_subversive,1_side_ctf,1,6,false,false
atlas_deity,1_side_ctf,1,6,false,false
atlas_onyx,1_side_ctf,1,6,false,false
atlas_fracture,1_side_ctf,1,6,false,false
