map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_narrows,team_slayer,5,6,false,false
default_guardian,team_slayer,5,4,false,false
default_high_ground,team_slayer,5,4,false,false
default_last_resort,team_slayer,5,6,false,false
default_sandbox,team_slayer,5,4,false,true
default_narrows,team_oddball,2,6,false,false
default_guardian,team_oddball,2,4,false,false
default_sandbox,team_oddball,2,6,false,true
default_narrows,team_crazy_king,2,6,false,false
default_guardian,team_crazy_king,2,4,false,false
default_sandbox,team_crazy_king,2,6,false,true
default_narrows,2v2_vip,2,6,false,false
default_guardian,2v2_vip,2,4,false,false
default_high_ground,2v2_vip,2,4,false,false
default_last_resort,2v2_vip,2,6,false,false
default_valhalla,2v2_vip,1,6,false,false
default_narrows,2v2_team_swords,2,6,true,false
default_guardian,2v2_team_swords,2,4,true,false
default_guardian,2v2_team_hammers,2,4,true,false
race_valhalla_speed,rocket_race,2,6,false,true
