map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
year2_the_pit_pitstop,3ball,4,6,false,false
default_standoff,3ball,2,6,false,false
default_ghost_town,3ball,6,6,false,false
default_construct,3ball,5,6,false,false
default_blackout,3ball,6,6,false,false
default_isolation,3ball,2,6,false,false
default_foundry,3ball,3,6,false,false
default_assembly,3ball,4,6,false,false
default_orbital,3ball,3,6,false,false
default_sandbox,3ball,3,6,false,false
default_citadel,3ball,4,6,false,false
default_heretic,3ball,2,6,false,false
default_longshore,3ball,3,6,false,false
year2_the_pit_pitstop,3ball_br,2,6,false,false
default_blackout,3ball_br,5,6,false,false
default_construct,3ball_br,3,6,false,false
default_snowbound,3ball_br,2,6,false,false
default_foundry,3ball_br,2,6,false,false
default_ghost_town,3ball_br,4,6,false,false
default_assembly,3ball_br,4,6,false,false
default_orbital,3ball_br,3,6,false,false
default_sandbox,3ball_br,3,6,false,false
default_citadel,3ball_br,4,6,false,false
default_heretic,3ball_br,3,6,false,false
default_longshore,3ball_br,4,6,false,false
year2_the_pit_pitstop,3ball_rockets,1,6,true,false
default_guardian,3ball_rockets,1,6,true,false
default_ghost_town,3ball_rockets,2,6,true,false
default_construct,3ball_rockets,1,6,true,false
default_blackout,3ball_rockets,2,6,true,false
default_snowbound,3ball_rockets,1,6,true,false
default_foundry,3ball_rockets,2,6,true,false
default_orbital,3ball_rockets,1,6,true,false
default_sandbox,3ball_rockets,2,6,true,false
default_citadel,3ball_rockets,1,6,true,false
default_heretic,3ball_rockets,1,6,true,false
default_longshore,3ball_rockets,2,6,true,false
default_ghost_town,3ball_fiesta,3,6,false,false
default_construct,3ball_fiesta,1,6,false,false
default_blackout,3ball_fiesta,1,6,false,false
default_snowbound,3ball_fiesta,1,6,false,false
default_foundry,3ball_fiesta,2,6,false,false
default_standoff,3ball_fiesta,1,6,false,false
default_assembly,3ball_fiesta,2,6,false,false
default_orbital,3ball_fiesta,1,6,false,false
default_sandbox,3ball_fiesta,2,6,false,false
default_citadel,3ball_fiesta,3,6,false,false
default_heretic,3ball_fiesta,1,6,false,false
default_longshore,3ball_fiesta,2,6,false,false
