map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
inf_last_resort_zomzibar,save_one_bullet,10,8,false,false
inf_pit_charnel_pit,save_one_bullet,10,8,false,false
inf_high_ground_club_dead,save_one_bullet,10,8,false,false
inf_guardian_tree_rot,save_one_bullet,4,8,false,false
inf_sandbox_spookyhouse,save_one_bullet,10,8,false,false
inf_pit_charnel_pit,creeping_death,3,8,false,false
inf_guardian_tree_rot,creeping_death,1,8,false,false
inf_snowbound_zomboni,creeping_death,2,8,false,false
inf_high_ground_club_dead,creeping_rockets,3,8,true,false
inf_pit_charnel_pit,creeping_rockets,2,8,true,false
inf_snowbound_zomboni,creeping_rockets,1,8,true,false
inf_pit_charnel_pit,braaaains,8,8,false,false
inf_guardian_tree_rot,braaaains,7,8,false,false
inf_valhalla_death_valley,speed_demons,3,8,false,false
