map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_high_ground,lukems_1flag,6,6,false,false
default_last_resort,lukems_1flag,3,8,false,false
default_ghost_town,lukems_1flag,2,8,false,false
default_blackout,lukems_1flag,3,6,false,false
year2_the_pit_pitstop,multi_flag_ctf_br,6,6,false,false
default_standoff,multi_flag_ctf_br,6,8,false,false
default_valhalla,multi_flag_ctf_br,6,8,false,false
default_valhalla,lukems_multi_flag,4,8,false,false
default_standoff,lukems_multi_flag,4,8,false,false
year2_the_pit_pitstop,lukems_multi_flag,5,6,false,false
noequip_citadel,lukems_multi_flag,6,6,false,false
noequip_heretic,lukems_multi_flag,5,6,false,false
default_blackout,lukems_oddball,3,6,true,false
default_guardian,lukems_oddball,3,6,true,false
noequip_heretic,lukems_oddball,3,6,true,false
noequip_citadel,lukems_oddball,3,6,true,false
