map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_foundry,5v5_team_slayer,5,6,true,false
default_standoff,5v5_team_slayer,3,6,true,false
default_rats_nest,5v5_team_slayer,4,6,true,false
default_blackout,5v5_team_slayer,5,6,true,false
default_ghost_town,5v5_team_slayer,5,6,true,false
default_assembly,5v5_team_slayer,6,2,false,false
default_orbital,5v5_team_slayer,4,2,false,false
default_sandbox,5v5_team_slayer,5,2,false,false
atlas_reminiscent,5v5_team_slayer,4,6,true,false
default_assembly,team_slayer_br,6,2,false,false
default_orbital,team_slayer_br,5,2,false,false
default_sandbox,team_slayer_br,6,2,false,false
default_foundry,team_slayer_br,5,6,true,false
default_rats_nest,team_slayer_br,4,6,true,false
default_standoff,team_slayer_br,3,6,true,false
default_blackout,team_slayer_br,5,6,true,false
default_ghost_town,team_slayer_br,5,6,true,false
atlas_pantheon,team_slayer_br,4,6,true,false
foundry_smashed,1_side_ctf,3,6,true,false
default_rats_nest,1_side_ctf,3,8,true,false
default_standoff,1_side_ctf,3,8,true,false
default_ghost_town,1_side_ctf,3,8,true,false
default_orbital,1_side_ctf,2,6,false,false
sandbox_utahmambo,1_side_ctf,2,6,true,false
default_orbital,1_side_ctf_br,2,6,false,false
sandbox_utahmambo,1_side_ctf_br,2,6,true,false
foundry_smashed,multi_flag_ctf,4,6,true,false
default_rats_nest,multi_flag_ctf,4,8,true,false
default_standoff,multi_flag_ctf,3,8,true,false
default_avalanche,multi_flag_ctf,4,8,true,false
atlas_crypticfatev5,multi_flag_ctf,3,6,true,false
default_assembly,multi_flag_ctf_br,2,6,false,false
default_orbital,multi_flag_ctf_br,3,6,false,false
default_sandbox,multi_flag_ctf_br,3,6,false,false
sandbox_punishment,multi_flag_ctf_br,3,6,false,false
atlas_borderline,multi_flag_ctf_br,2,6,true,false
atlas_neoshov2,multi_flag_ctf_br,2,6,true,false
default_standoff,1_side_assault,2,8,true,false
default_ghost_town,1_side_assault,2,6,true,false
default_orbital,1_side_assault,2,6,false,false
sandbox_utahmambo,1_side_assault,2,6,true,false
default_rats_nest,neutral_assault,3,8,true,false
default_standoff,neutral_assault,3,8,true,false
default_avalanche,neutral_assault,3,8,true,false
default_assembly,neutral_assault,2,6,false,false
default_orbital,neutral_assault,3,6,false,false
default_sandbox,neutral_assault,3,6,false,false
sandbox_punishment,neutral_assault,3,6,true,false
