map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_the_pit,multi_flag_ctf,7,6,false,false
default_isolation,multi_flag_ctf,4,6,false,false
default_narrows,multi_flag_ctf,8,6,false,false
default_standoff,multi_flag_ctf,8,6,false,false
year2_snowbound_boundless,multi_flag_ctf,8,4,false,false
year2_the_pit_pitstop,multi_flag_ctf,8,4,false,false
foundry_octoplex,multi_flag_ctf,5,6,false,false
default_assembly,multi_flag_ctf,8,6,false,true
default_orbital,multi_flag_ctf,8,6,false,true
default_sandbox,multi_flag_ctf,8,6,false,true
sandbox_vindictive,multi_flag_ctf,8,6,false,true
sandbox_punishment,multi_flag_ctf,8,6,false,true
default_the_pit,multi_flag_ctf_br,6,6,false,false
default_narrows,multi_flag_ctf_br,4,6,false,false
default_standoff,multi_flag_ctf_br,5,6,false,false
default_valhalla,multi_flag_ctf_br,5,6,false,false
year2_snowbound_boundless,multi_flag_ctf_br,5,4,false,false
year2_the_pit_pitstop,multi_flag_ctf_br,5,4,false,false
foundry_octoplex,multi_flag_ctf_br,4,6,false,false
default_assembly,multi_flag_ctf_br,5,6,false,true
default_orbital,multi_flag_ctf_br,5,6,false,true
default_sandbox,multi_flag_ctf_br,8,6,false,true
sandbox_vindictive,multi_flag_ctf_br,8,6,false,true
default_the_pit,1_side_ctf,3,6,false,false
default_high_ground,1_side_ctf,8,6,false,false
default_narrows,1_side_ctf,2,6,false,false
default_last_resort,1_side_ctf,8,6,false,false
default_standoff,1_side_ctf,5,6,false,false
default_ghost_town,1_side_ctf,8,6,false,false
default_assembly,1_side_ctf,7,6,false,true
default_orbital,1_side_ctf,7,6,false,true
sandbox_utahmambo,1_side_ctf,7,6,false,true
default_the_pit,1_side_ctf_br,7,6,false,false
default_high_ground,1_side_ctf_br,8,6,false,false
default_last_resort,1_side_ctf_br,8,6,false,false
default_assembly,1_side_ctf_br,7,6,false,true
default_orbital,1_side_ctf_br,7,6,false,true
default_the_pit,2_bomb_assault,4,6,true,false
default_narrows,2_bomb_assault,4,6,true,false
default_standoff,2_bomb_assault,5,6,true,false
year2_snowbound_boundless,2_bomb_assault,5,4,true,false
year2_the_pit_pitstop,2_bomb_assault,5,4,true,false
default_the_pit,1_side_assault,3,6,true,false
default_high_ground,1_side_assault,5,6,true,false
default_last_resort,1_side_assault,5,6,true,false
default_standoff,1_side_assault,3,6,true,false
default_valhalla,1_side_assault,3,6,true,false
default_blackout,1_side_assault,4,6,true,false
default_orbital,1_side_assault,6,6,true,true
sandbox_utahmambo,1_side_assault,6,6,true,true
default_the_pit,neutral_assault,2,6,true,false
default_foundry,neutral_assault,3,6,true,false
default_narrows,neutral_assault,2,6,true,false
default_standoff,neutral_assault,2,6,true,false
year2_the_pit_pitstop,neutral_assault,3,4,true,false
default_orbital,neutral_assault,3,6,true,true
default_guardian,team_oddball,5,6,true,false
default_blackout,team_oddball,5,6,true,false
default_ghost_town,team_oddball,7,6,true,false
year2_the_pit_pitstop,team_oddball,5,4,true,false
default_guardian,team_crazy_king,5,6,true,false
default_the_pit,team_crazy_king,5,6,true,false
default_blackout,team_crazy_king,5,6,true,false
