map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
bn1_cavern,team_slayer,7,6,false,false
bn1_cavern,multi_flag_ctf,5,6,false,false
bn1_multicog,1_side_assault,3,6,false,false
bn1_multicog,multi_flag_ctf_br,7,6,false,false
bn1_paralysis_v10,team_slayer_br,3,6,false,false
bn1_the_great_wall,team_shotty_snipers,3,6,false,false
bn1_the_great_wall,team_slayer,2,6,false,false
bn1_the_mantle,multi_flag_ctf,5,6,false,false
bn1_the_mantle,team_oddball,4,6,false,false
bn1_hexaplex,team_slayer_br,2,6,false,false
bn1_hexaplex,multi_flag_ctf,3,6,false,false
bn1_hexaplex,team_oddball,3,6,false,false
bn1_rock_solid,multi_flag_ctf_br,4,6,false,false
bn1_rock_solid,1_side_assault,2,6,false,false
bn1_octoplex,team_slayer_br,2,6,false,false
bn1_octoplex,multi_flag_ctf_br,5,6,false,false
bn1_octoplex,team_oddball,4,6,false,false
bn1_takeover_v2,team_slayer_br,4,6,false,false
bn1_takeover_v2,multi_flag_ctf_br,5,6,false,false
bn1_anthrophy,team_slayer_br,4,6,false,false
bn1_anthrophy,multi_flag_ctf_br,5,6,false,false
bn1_mlg_amplified,team_slayer_br,4,6,false,false
bn1_mlg_amplified,multi_flag_ctf_br,5,6,false,false
atlas_deadbolt,team_slayer_br,5,6,false,false
atlas_deadbolt,team_crazy_king,4,6,false,false
atlas_pilaster,team_slayer,3,6,false,false
atlas_pilaster,multi_flag_ctf,3,6,false,false
atlas_sentiment,team_slayer,3,6,false,false
atlas_sentiment,multi_flag_ctf,4,6,false,false
atlas_skystation,team_slayer,1,6,false,false
atlas_skystation,team_oddball,3,6,false,false
bn1_plurality,team_slayer_br,2,6,false,false
bn1_sniper_plurality,team_snipers,2,6,false,false
