map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_guardian,fiesta_slayer,5,6,false,false
ffa_snowbound,fiesta_slayer,4,6,false,false
default_epitaph,fiesta_slayer,3,6,false,false
default_the_pit,fiesta_slayer,5,6,false,false
default_construct,fiesta_slayer,4,6,false,false
default_isolation,fiesta_slayer,1,6,false,false
default_foundry,fiesta_slayer,5,6,false,false
default_blackout,fiesta_slayer,5,6,false,false
default_ghost_town,fiesta_slayer,5,6,false,false
default_cold_storage,fiesta_slayer,5,6,false,false
default_assembly,fiesta_slayer,4,6,false,false
default_sandbox,fiesta_slayer,4,6,false,false
default_citadel,fiesta_slayer,4,6,false,false
default_heretic,fiesta_slayer,4,6,false,false
default_longshore,fiesta_slayer,5,6,false,false
default_guardian,fiesta_oddball,4,6,false,false
ffa_snowbound,fiesta_oddball,2,6,false,false
default_epitaph,fiesta_oddball,1,6,false,false
default_ghost_town,fiesta_oddball,2,6,false,false
default_foundry,fiesta_oddball,2,6,false,false
default_blackout,fiesta_oddball,4,6,false,false
default_cold_storage,fiesta_oddball,3,6,false,false
default_assembly,fiesta_oddball,2,6,false,false
default_citadel,fiesta_oddball,2,6,false,false
default_heretic,fiesta_oddball,2,6,false,false
default_longshore,fiesta_oddball,2,6,false,false
default_the_pit,fiesta_crazy_king,2,6,false,false
default_guardian,fiesta_crazy_king,2,6,false,false
default_blackout,fiesta_crazy_king,2,6,false,false
default_ghost_town,fiesta_crazy_king,2,6,false,false
default_cold_storage,fiesta_crazy_king,2,6,false,false
default_assembly,fiesta_crazy_king,2,6,false,false
default_sandbox,fiesta_crazy_king,2,6,false,false
default_citadel,fiesta_crazy_king,2,6,false,false
default_heretic,fiesta_crazy_king,2,6,false,false
default_longshore,fiesta_crazy_king,2,6,false,false
default_guardian,fiesta_juggernaut,3,6,false,false
ffa_snowbound,fiesta_juggernaut,2,6,false,false
default_epitaph,fiesta_juggernaut,2,6,false,false
default_blackout,fiesta_juggernaut,3,6,false,false
default_ghost_town,fiesta_juggernaut,3,6,false,false
default_foundry,fiesta_juggernaut,1,6,false,false
default_construct,fiesta_juggernaut,1,6,false,false
default_cold_storage,fiesta_juggernaut,3,6,false,false
default_assembly,fiesta_juggernaut,2,6,false,false
default_sandbox,fiesta_juggernaut,2,6,false,false
default_citadel,fiesta_juggernaut,2,6,false,false
default_heretic,fiesta_juggernaut,2,6,false,false
default_longshore,fiesta_juggernaut,2,6,false,false
