map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
inf_last_resort_zomzibar,save_one_bullet,10,8,false,false
inf_pit_charnel_pit,save_one_bullet,10,8,false,false
inf_high_ground_club_dead,save_one_bullet,10,8,false,false
inf_guardian_tree_rot,save_one_bullet,4,8,false,false
inf_isolation_growth_spurt,save_one_bullet,6,8,false,false
inf_rats_nest_bubonic,save_one_bullet,10,8,false,false
inf_standoff_dish_of_doom,save_one_bullet,8,8,false,false
inf_foundry_haunted_manor,save_one_bullet,4,8,false,false
inf_orbital_andromeda,save_one_bullet,10,8,false,false
inf_sandbox_spookyhouse,save_one_bullet,10,8,false,false
inf_longshore_deaddocks,save_one_bullet,9,8,false,false
inf_epitaph_salivation,creeping_death,1,8,false,false
inf_pit_charnel_pit,creeping_death,3,8,false,false
inf_isolation_growth_spurt,creeping_death,1,8,false,false
inf_guardian_tree_rot,creeping_death,1,8,false,false
inf_snowbound_zomboni,creeping_death,2,8,false,false
inf_rats_nest_bubonic,creeping_death,3,8,false,false
inf_standoff_dish_of_doom,creeping_death,1,8,false,false
inf_longshore_deaddocks,creeping_death,2,8,false,false
inf_high_ground_club_dead,creeping_rockets,3,8,true,false
inf_pit_charnel_pit,creeping_rockets,2,8,true,false
inf_isolation_growth_spurt,creeping_rockets,1,8,true,false
inf_epitaph_salivation,creeping_rockets,1,8,true,false
inf_snowbound_zomboni,creeping_rockets,1,8,true,false
inf_rats_nest_bubonic,creeping_rockets,3,8,true,false
inf_standoff_dish_of_doom,creeping_rockets,3,8,true,false
inf_longshore_deaddocks,creeping_rockets,2,8,true,false
inf_pit_charnel_pit,braaaains,8,8,false,false
inf_isolation_growth_spurt,braaaains,6,8,false,false
inf_guardian_tree_rot,braaaains,7,8,false,false
inf_foundry_haunted_manor,braaaains,7,8,false,false
inf_rats_nest_bubonic,braaaains,8,8,false,false
inf_blackout_deadlock,braaaains,6,8,false,false
inf_ghost_town_ghoul_town,braaaains,8,8,false,false
inf_orbital_andromeda,braaaains,8,8,false,false
inf_valhalla_death_valley,speed_demons,3,8,false,false
inf_standoff_dish_of_doom,speed_demons,3,8,false,false
inf_avalanche_zombies_on_ice,speed_demons,3,8,false,false
