map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
bn1_blowout,bn1_bnglslayer,6,4,false,false
bn1_blowout,bn1_phantom_magnums,3,4,false,false
bn1_blowout,bn1_bnglballz,4,4,false,false
bn1_blowout,bn1_pitoflies,4,4,false,false
bn1_bngital,bn1_bnglslayer,6,4,false,false
bn1_bngital,bn1_phantom_magnums,3,4,false,false
bn1_bngital,bn1_bnglballz,4,4,false,false
bn1_bngital,bn1_pitoflies,4,4,false,false
bn1_bngledrome,bn1_bnglslayer,6,4,false,false
bn1_bngledrome,bn1_phantom_magnums,3,4,false,false
bn1_bngledrome,bn1_bnglballz,4,4,false,false
bn1_bngledrome,bn1_pitoflies,4,4,false,false
bn1_bngledrome,bn1_showerballbase,2,4,false,false
bn1_ratinacage,bn1_bnglslayer,6,4,false,false
bn1_ratinacage,bn1_phantom_magnums,3,4,false,false
bn1_ratinacage,bn1_bnglballz,4,4,false,false
bn1_ratinacage,bn1_pitoflies,4,4,false,false
bn1_showerball,bn1_showerballbase,2,4,false,false
default_isolation,5_min_fiesta,4,4,false,false
