map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_high_ground,big_team_slayer,12,10,false,false
default_valhalla,big_team_slayer,10,10,false,false
covies_valhalla,big_team_slayer_tanks,2,10,true,false
heavy_valhalla,big_team_slayer_tanks,6,10,false,false
atlas_workplacebravo,big_team_slayer,6,10,true,false
default_valhalla,big_team_multiflag,6,10,false,false
default_valhalla,big_team_1_flag,3,10,false,false
default_last_resort,big_team_1_flag,5,10,false,false
atlas_eightygrit,big_team_1_flag,4,10,true,false
default_valhalla,big_team_neutral_assault,4,10,false,false
