map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_narrows,1_side_ctf,4,8,false,false
year2_the_pit_pitstop,1_side_ctf,4,6,false,false
default_high_ground,1_side_ctf,4,6,false,false
default_valhalla,1_side_ctf,4,8,false,false
default_last_resort,1_side_ctf,4,8,false,false
default_longshore,1_side_ctf,4,8,false,false
default_narrows,multi_flag_ctf,7,8,false,false
year2_the_pit_pitstop,multi_flag_ctf,7,6,false,false
default_isolation,multi_flag_ctf,6,8,false,false
default_valhalla,multi_flag_ctf,7,8,false,false
year2_snowbound_boundless,multi_flag_ctf,6,6,false,false
default_standoff,multi_flag_ctf,6,8,false,false
default_citadel,multi_flag_ctf,6,6,false,false
default_heretic,multi_flag_ctf,6,6,false,false
default_narrows,1_side_assault,3,8,false,false
year2_the_pit_pitstop,1_side_assault,3,6,false,false
default_high_ground,1_side_assault,3,6,false,false
default_valhalla,1_side_assault,3,8,false,false
default_last_resort,1_side_assault,3,8,false,false
default_standoff,1_side_assault,3,8,false,false
default_ghost_town,1_side_assault,3,8,false,false
default_longshore,1_side_assault,4,8,false,false
default_narrows,neutral_assault,4,8,false,false
year2_the_pit_pitstop,neutral_assault,4,6,false,false
default_isolation,neutral_assault,2,8,false,false
default_valhalla,neutral_assault,4,8,false,false
year2_snowbound_boundless,neutral_assault,3,6,false,false
default_standoff,neutral_assault,3,8,false,false
default_longshore,neutral_assault,4,8,false,false
default_citadel,neutral_assault,4,6,false,false
default_heretic,neutral_assault,4,6,true,false
default_narrows,5v5_vip,1,8,true,false
default_construct,5v5_vip,1,8,true,false
year2_the_pit_pitstop,5v5_vip,1,6,true,false
default_ghost_town,5v5_vip,1,8,true,false
default_high_ground,territories,3,8,false,false
default_valhalla,territories,3,8,false,false
default_last_resort,territories,3,8,false,false
default_standoff,territories,3,8,false,false
default_ghost_town,territories,3,8,false,false
default_narrows,land_grab,4,8,false,false
year2_the_pit_pitstop,land_grab,4,8,false,false
year2_snowbound_boundless,land_grab,4,8,false,false
default_standoff,land_grab,4,8,false,false
default_ghost_town,land_grab,4,8,false,false
default_high_ground,lukems_1flag,6,6,false,false
default_last_resort,lukems_1flag,3,8,false,false
default_blackout,lukems_1flag,2,6,false,false
default_longshore,lukems_1flag,4,8,false,false
year2_the_pit_pitstop,multi_flag_ctf_br,7,6,false,false
default_valhalla,multi_flag_ctf_br,6,8,false,false
default_narrows,multi_flag_ctf_br,6,8,false,false
noequip_citadel,multi_flag_ctf_br,7,8,false,false
noequip_heretic,multi_flag_ctf_br,7,8,false,false
default_valhalla,lukems_multi_flag,6,8,false,false
year2_the_pit_pitstop,lukems_multi_flag,7,6,false,false
default_narrows,lukems_multi_flag,5,8,false,false
noequip_citadel,lukems_multi_flag,6,6,false,false
noequip_heretic,lukems_multi_flag,7,6,false,false
default_blackout,lukems_oddball,3,6,false,false
default_guardian,lukems_oddball,3,6,false,false
noequip_citadel,lukems_oddball,3,6,false,false
noequip_heretic,lukems_oddball,3,6,false,false
