map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_narrows,team_snipers,3,2,false,false
default_high_ground,team_snipers,3,2,false,false
default_last_resort,team_snipers,3,2,false,false
default_valhalla,team_snipers,4,2,false,false
default_standoff,team_snipers,4,2,false,false
default_ghost_town,team_snipers,5,2,false,false
default_blackout,team_snipers,3,2,false,false
default_narrows,team_shotty_snipers,3,2,false,false
default_high_ground,team_shotty_snipers,3,2,false,false
default_last_resort,team_shotty_snipers,2,2,false,false
default_valhalla,team_shotty_snipers,2,2,false,false
default_the_pit,team_shotty_snipers,2,2,false,false
default_snowbound,team_shotty_snipers,2,2,false,false
default_standoff,team_shotty_snipers,3,2,false,false
default_blackout,team_shotty_snipers,3,2,false,false
default_ghost_town,team_shotty_snipers,3,2,false,false
default_the_pit,team_sniper_hill,2,2,true,false
default_guardian,team_sniper_hill,2,2,true,false
default_blackout,team_sniper_hill,2,2,true,false
default_construct,team_sniper_hill,1,2,true,false
default_ghost_town,team_sniper_hill,2,2,true,false
default_snowbound,team_sniper_hill,1,2,true,false
default_snowbound,team_splasers,1,2,true,false
default_ghost_town,team_splasers,2,2,true,false
default_standoff,team_splasers,2,2,true,false
default_valhalla,team_splasers,2,2,true,false
default_isolation,team_splasers,1,2,true,false
default_sandtrap,team_splasers,1,2,true,false
