map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
das_beautiful,race,1,1,false,false
bloodline,race,1,1,false,false
lipsum,race,1,1,false,false
the_face,race,1,1,false,false
mt._everest,race,1,1,false,false
exotic_oblivion,race,1,1,false,false
stepping_stones,race,1,1,false,false
drift_track,race,1,1,false,false
whizzyland,race,1,1,false,false
the_coliseum,race,1,1,false,false
deviation,race,1,1,false,false
mongoose_eater,race,1,1,false,false
downdrop,race,1,1,false,false
brosands,race,1,1,false,false
downspindrome,race,1,1,false,false
veras_lane,race,1,1,false,false
dry_tundra,race,1,1,false,false
msr_sx,race,1,1,false,false
lipsum,race,1,1,false,false
climax,race,1,1,false,false
desert_colossus,race,1,1,false,false
temple_rush,race,1,1,false,false
snak3_skin,race,1,1,false,false
diecaster,race,1,1,false,false
~revelation~_,race,1,1,false,false
around_the_sun!,race,1,1,false,false
curvature,race,1,1,false,false
hotel_streets,race,1,1,false,false
moscow,race,1,1,false,false
masterpiece,race,1,1,false,false
