map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_construct,team_slayer,5,6,false,false
default_narrows,team_slayer,5,6,false,false
default_epitaph,team_slayer,5,4,false,false
year2_epitaph_epilogue,team_slayer,5,4,false,false
default_guardian,team_slayer,5,4,false,false
default_the_pit,team_slayer,5,6,false,false
year2_the_pit_pitstop,team_slayer,5,4,false,false
default_high_ground,team_slayer,5,4,false,false
default_last_resort,team_slayer,5,6,false,false
default_foundry,team_slayer,5,4,false,true
default_blackout,team_slayer,5,4,false,true
default_ghost_town,team_slayer,5,6,false,true
default_assembly,team_slayer,5,4,false,true
default_sandbox,team_slayer,5,4,false,true
default_longshore,team_slayer,5,6,false,true
default_narrows,team_oddball,2,6,false,false
default_guardian,team_oddball,2,4,false,false
year2_the_pit_pitstop,team_oddball,2,4,false,false
default_foundry,team_oddball,2,4,false,true
default_blackout,team_oddball,2,4,false,true
default_ghost_town,team_oddball,2,6,false,true
default_assembly,team_oddball,2,5,false,true
default_sandbox,team_oddball,2,6,false,true
default_narrows,team_crazy_king,2,6,false,false
default_snowbound,team_crazy_king,2,4,false,false
default_epitaph,team_crazy_king,2,4,false,false
year2_epitaph_epilogue,team_crazy_king,2,4,false,false
default_guardian,team_crazy_king,2,4,false,false
default_the_pit,team_crazy_king,2,4,false,false
default_foundry,team_crazy_king,2,4,false,true
default_blackout,team_crazy_king,2,4,false,true
default_ghost_town,team_crazy_king,2,6,false,true
default_assembly,team_crazy_king,2,4,false,true
default_sandbox,team_crazy_king,2,6,false,true
default_narrows,2v2_vip,2,6,false,false
default_guardian,2v2_vip,2,4,false,false
year2_the_pit_pitstop,2v2_vip,2,4,false,false
default_high_ground,2v2_vip,2,4,false,false
default_last_resort,2v2_vip,2,6,false,false
default_valhalla,2v2_vip,1,6,false,false
default_blackout,2v2_vip,2,4,false,true
default_ghost_town,2v2_vip,1,6,false,true
default_construct,2v2_team_swords,2,4,true,false
default_narrows,2v2_team_swords,2,6,true,false
default_guardian,2v2_team_swords,2,4,true,false
swat_pit,2v2_team_swords,2,4,true,false
default_epitaph,2v2_team_swords,2,4,true,false
default_snowbound,2v2_team_swords,2,4,true,false
default_blackout,2v2_team_swords,2,4,true,true
default_ghost_town,2v2_team_swords,3,6,true,true
default_construct,2v2_team_hammers,2,4,true,false
default_guardian,2v2_team_hammers,2,4,true,false
swat_pit,2v2_team_hammers,2,4,true,false
default_epitaph,2v2_team_hammers,2,4,true,false
default_snowbound,2v2_team_hammers,2,4,true,false
default_blackout,2v2_team_hammers,2,4,true,true
default_ghost_town,2v2_team_hammers,2,6,true,true
race_sandtrap_speed,rocket_race,2,6,false,true
race_valhalla_speed,rocket_race,2,6,false,true
race_rats_nest_speed,rocket_race,2,6,false,true
