map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_cold_storage,10_min_slayer,6,3,false,false
default_cold_storage,10_min_slayer_br,4,3,false,false
default_cold_storage,ffa_rockets,4,3,false,false
default_cold_storage,rumble_swords,4,3,false,false
default_cold_storage,fiesta_slayer,4,3,false,false
inf_cold_storage_rigor_mortis,braaaains,4,3,false,false
default_cold_storage,rumble_oddball,4,3,false,false
default_cold_storage,rumble_crazy_king,4,3,false,false
default_blackout,10_min_slayer,6,3,false,false
default_blackout,10_min_slayer_br,4,3,false,false
default_blackout,ffa_rockets,4,3,false,false
default_blackout,rumble_swords,4,3,false,false
default_blackout,fiesta_slayer,4,3,false,false
inf_blackout_deadlock,braaaains,4,3,false,false
default_blackout,rumble_oddball,4,3,false,false
default_blackout,rumble_crazy_king,4,3,false,false
