map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_guardian,2v2_team_slayer,9,4,false,false
default_construct,2v2_team_slayer,9,4,false,false
default_narrows,2v2_team_slayer,6,4,false,false
default_isolation,2v2_team_slayer,6,4,false,false
default_foundry,2v2_team_slayer,9,4,false,false
default_blackout,2v2_team_slayer,9,4,false,false
default_cold_storage,2v2_team_slayer,9,4,false,false
year2_epitaph_epilogue,2v2_team_slayer,9,4,false,false
year2_snowbound_boundless,2v2_team_slayer,9,4,false,false
year2_the_pit_pitstop,2v2_team_slayer,8,4,false,false
default_assembly,2v2_team_slayer,9,4,false,false
sandbox_tundra,2v2_team_slayer,6,4,true,false
sandbox_vessel,2v2_team_slayer,6,4,true,false
default_citadel,2v2_team_slayer,6,4,false,false
default_heretic,2v2_team_slayer,6,4,false,false
default_guardian,2v2_team_br,5,4,false,false
default_construct,2v2_team_br,4,4,false,false
default_foundry,2v2_team_br,5,4,false,false
default_narrows,2v2_team_br,4,4,false,false
default_isolation,2v2_team_br,4,4,false,false
default_blackout,2v2_team_br,5,4,false,false
default_cold_storage,2v2_team_br,5,4,false,false
year2_epitaph_epilogue,2v2_team_br,5,4,false,false
year2_snowbound_boundless,2v2_team_br,5,2,false,false
year2_the_pit_pitstop,2v2_team_br,5,2,false,false
default_assembly,2v2_team_br,6,4,false,false
sandbox_tundra,2v2_team_br,4,4,true,false
sandbox_vessel,2v2_team_br,4,4,true,false
default_citadel,2v2_team_br,6,4,false,false
default_heretic,2v2_team_br,6,4,false,false
