map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_narrows,team_snipers,3,2,false,false
default_high_ground,team_snipers,3,2,false,false
default_last_resort,team_snipers,3,2,false,false
default_valhalla,team_snipers,4,2,false,false
default_narrows,team_shotty_snipers,3,2,false,false
default_high_ground,team_shotty_snipers,3,2,false,false
default_last_resort,team_shotty_snipers,2,2,false,false
default_valhalla,team_shotty_snipers,2,2,false,false
default_guardian,team_sniper_hill,2,2,true,false
default_valhalla,team_splasers,2,2,true,false
