map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
sniper_construct_snipestruct,team_snipers,5,6,false,false
sniper_isolation_sniperlation,team_snipers,2,8,false,false
sniper_guardian_sniper_guardian,team_snipers,4,6,false,false
sniper_narrows_sniper_bridge,team_snipers,5,6,false,false
sniper_high_ground_sniperground,team_snipers,6,6,false,false
sniper_valhalla_sniper_canyon,team_snipers,7,8,false,false
sniper_sandtrap_snipe_trap,team_snipers,5,6,false,false
sniper_snowbound_snipebound,team_snipers,4,6,false,false
sniper_the_pit_sniper_stop,team_snipers,4,6,false,false
sniper_rats_nest_snipers_nest,team_snipers,5,8,false,false
sniper_avalanche_sniperlanche,team_snipers,6,8,false,false
sniper_blackout_snipeout,team_snipers,4,6,false,false
sniper_ghost_town_sniper_town,team_snipers,6,6,false,false
sniper_assembly,team_snipers,4,6,false,false
sniper_orbital,team_snipers,2,8,false,false
sniper_citadel,team_snipers,3,6,false,false
sniper_heretic,team_snipers,3,6,false,false
sniper_longshore,team_snipers,5,8,false,false
sniper_narrows_sniper_bridge,team_shotty_snipers,2,6,true,false
sniper_high_ground_sniperground,team_shotty_snipers,2,6,true,false
sniper_valhalla_sniper_canyon,team_shotty_snipers,2,8,true,false
sniper_the_pit_sniper_stop,team_shotty_snipers,3,6,true,false
sniper_snowbound_snipebound,team_shotty_snipers,2,6,true,false
sniper_blackout_snipeout,team_shotty_snipers,1,6,true,false
sniper_ghost_town_sniper_town,team_shotty_snipers,3,6,true,false
sniper_citadel,team_shotty_snipers,2,6,true,false
sniper_heretic,team_shotty_snipers,2,6,true,false
